Year,edited_cause,number,original_Year,original_cause,original_number
1680,Found dead,3,1680,"found dead in the streets, &c.",3
1681,Found dead,7,1681,"found dead in the streets, &c.",7
1682,Found dead,5,1682,"found dead in the streets, &c.",5
1683,Found dead,4,1683,"found dead in the streets, &c.",4
1684,Found dead,7,1684,"found dead in the streets, &c.",7
1685,Found dead,10,1685,"found dead in the streets, &c.",10
1686,Found dead,11,1686,"found dead in the streets, &c.",11
1687,Found dead,7,1687,"found dead in the streets, &c.",7
1688,Found dead,14,1688,"found dead in the streets, &c.",14
1689,Found dead,16,1689,"found dead in the streets, &c.",16
1690,Found dead,9,1690,"found dead in the streets, &c.",9
1691,Found dead,11,1691,"found dead in the streets, &c.",11
1692,Found dead,5,1692,"found dead in the streets, &c.",5
1693,Found dead,10,1693,"found dead in the streets, &c.",10
1694,Found dead,14,1694,"found dead in the streets, &c.",14
1695,Found dead,15,1695,"found dead in the streets, &c.",15
1696,Found dead,12,1696,"found dead in the streets, &c.",12
1697,Found dead,19,1697,"found dead in the streets, &c.",19
1698,Found dead,14,1698,"found dead in the streets, &c.",14
1699,Found dead,15,1699,"found dead in the streets, &c.",15
1700,Found dead,9,1700,"found dead in the streets, &c.",9
1701,Found dead,22,1701,"found dead in the streets, &c.",22
1702,Found dead,2,1702,died in the streets,2
1702,Found dead,19,1702,"found dead in the streets, &c.",19
1703,Found dead,19,1703,"found dead in the streets, &c.",19
1704,Found dead,25,1704,"found dead in the streets, &c.",25
1705,Found dead,14,1705,"found dead in the streets, &c.",14
1706,Found dead,16,1706,"found dead in the streets, &c.",16
1707,Found dead,21,1707,"found dead in the streets, &c.",21
1708,Found dead,27,1708,found dead,27
1709,Found dead,36,1709,found dead,36
1710,Found dead,28,1710,found dead,28
1711,Found dead,25,1711,found dead,25
1712,Found dead,15,1712,found dead,15
1713,Found dead,32,1713,found dead,32
1714,Found dead,32,1714,found dead,32
1715,Found dead,39,1715,found dead,39
1716,Found dead,38,1716,found dead,38
1717,Found dead,36,1717,found dead,36
1718,Found dead,36,1718,found dead,36
1719,Found dead,29,1719,found dead,29
1720,Found dead,21,1720,found dead,21
1721,Found dead,33,1721,found dead,33
1722,Found dead,24,1722,found dead,24
1723,Found dead,26,1723,found dead,26
1724,Found dead,15,1724,found dead,15
1725,Found dead,43,1725,found dead,43
1726,Found dead,36,1726,found dead,36
1727,Found dead,43,1727,found dead,43
1728,Found dead,44,1728,found dead,44
1729,Found dead,68,1729,found dead,68
1730,Found dead,52,1730,found dead,52
1731,Found dead,51,1731,found dead,51
1732,Found dead,37,1732,found dead,37
1733,Found dead,44,1733,found dead,44
1734,Found dead,38,1734,found dead,38
1735,Found dead,19,1735,found dead,19
1736,Found dead,35,1736,found dead,35
1737,Found dead,42,1737,found dead,42
1738,Found dead,19,1738,found dead,19
1739,Found dead,43,1739,found dead,43
1740,Found dead,55,1740,found dead,55
1741,Found dead,1,1741,died in the street,1
1741,Found dead,1,1741,found hang'd,1
1741,Found dead,71,1741,found dead,71
1742,Found dead,1,1742,found hang'd,1
1742,Found dead,2,1742,died in the street,2
1742,Found dead,67,1742,found dead,67
1743,Found dead,56,1743,found dead,56
1744,Found dead,38,1744,found dead,38
1745,Found dead,52,1745,found dead,52
1746,Found dead,52,1746,found dead,52
1747,Found dead,35,1747,found dead,35
1748,Found dead,55,1748,found dead,55
1749,Found dead,45,1749,found dead,45
1750,Found dead,25,1750,found dead,25
1751,Found dead,24,1751,found dead,24
1629,French-Pox,17,1629,french pox,17
1630,French-Pox,12,1630,french pox,12
1631,French-Pox,12,1631,french pox,12
1632,French-Pox,12,1632,french pox,12
1633,French-Pox,7,1633,french pox,7
1634,French-Pox,17,1634,french pox,17
1635,French-Pox,12,1635,french pox,12
1636,French-Pox,22,1636,french pox,22
1641,French-Pox,25,1641,french pox,25
1649,French-Pox,15,1649,"french pox,",15
1650,French-Pox,18,1650,"french pox,",18
1651,French-Pox,21,1651,"french pox,",21
1652,French-Pox,20,1652,french pox,20
1653,French-Pox,20,1653,"french pox,",20
1654,French-Pox,20,1654,french pox,20
1655,French-Pox,29,1655,french pox,29
1656,French-Pox,23,1656,"french pox,",23
1657,French-Pox,25,1657,french pox,25
1658,French-Pox,53,1658,"french pox,",53
1659,French-Pox,51,1659,"french pox,",51
1661,French-Pox,44,1661,"french pox,",44
1662,French-Pox,44,1662,french pox,44
1663,French-Pox,72,1663,"french pox,",72
1664,French-Pox,80,1664,french pox,80
1665,French-Pox,86,1665,french pox,86
1666,French-Pox,49,1666,french-pox,49
1667,French-Pox,65,1667,french-pox,65
1668,French-Pox,39,1668,french-pox,39
1669,French-Pox,51,1669,french pox,51
1670,French-Pox,52,1670,french-pox,52
1671,French-Pox,50,1671,french pox,50
1672,French-Pox,64,1672,french-pox,64
1673,French-Pox,48,1673,french-pox,48
1674,French-Pox,51,1674,french pox,51
1675,French-Pox,75,1675,french pox,75
1676,French-Pox,97,1676,french pox,97
1677,French-Pox,109,1677,french pox,109
1678,French-Pox,101,1678,french pox,101
1679,French-Pox,104,1679,french pox,104
1680,French-Pox,114,1680,french pox,114
1681,French-Pox,97,1681,french pox,97
1682,French-Pox,80,1682,french pox,80
1683,French-Pox,85,1683,french pox,85
1684,French-Pox,108,1684,french pox,108
1685,French-Pox,82,1685,french pox,82
1686,French-Pox,94,1686,french pox,94
1687,French-Pox,87,1687,french pox,87
1688,French-Pox,76,1688,french pox,76
1689,French-Pox,111,1689,french pox,111
1690,French-Pox,93,1690,french pox,93
1691,French-Pox,63,1691,french pox,63
1692,French-Pox,54,1692,french pox,54
1693,French-Pox,95,1693,french pox,95
1694,French-Pox,104,1694,french pox,104
1695,French-Pox,69,1695,french pox,69
1696,French-Pox,76,1696,french pox,76
1697,French-Pox,59,1697,french pox,59
1698,French-Pox,66,1698,french pox,66
1699,French-Pox,64,1699,french pox,64
1700,French-Pox,69,1700,french pox,69
1701,French-Pox,57,1701,french pox,57
1702,French-Pox,55,1702,french pox,55
1703,French-Pox,63,1703,french pox,63
1704,French-Pox,52,1704,french pox,52
1705,French-Pox,29,1705,french pox,29
1706,French-Pox,47,1706,french pox,47
1707,French-Pox,53,1707,french pox,53
1708,French-Pox,39,1708,french pox,39
1709,French-Pox,61,1709,french pox,61
1710,French-Pox,55,1710,french pox,55
1711,French-Pox,70,1711,french pox,70
1712,French-Pox,56,1712,french pox,56
1713,French-Pox,87,1713,french pox,87
1714,French-Pox,105,1714,french pox,105
1715,French-Pox,82,1715,french pox,82
1716,French-Pox,63,1716,french pox,63
1717,French-Pox,109,1717,french pox,109
1718,French-Pox,91,1718,french pox,91
1719,French-Pox,70,1719,french pox,70
1720,French-Pox,108,1720,french pox,108
1721,French-Pox,66,1721,french pox,66
1722,French-Pox,78,1722,french pox,78
1723,French-Pox,84,1723,french pox,84
1724,French-Pox,98,1724,french pox,98
1725,French-Pox,85,1725,french pox,85
1726,French-Pox,82,1726,french pox,82
1727,French-Pox,77,1727,french pox,77
1728,French-Pox,113,1728,french pox,113
1729,French-Pox,105,1729,french pox,105
1730,French-Pox,108,1730,french pox,108
1731,French-Pox,98,1731,french pox,98
1732,French-Pox,90,1732,french pox,90
1733,French-Pox,125,1733,french pox,125
1734,French-Pox,105,1734,french pox,105
1735,French-Pox,102,1735,french pox,102
1736,French-Pox,111,1736,french pox,111
1737,French-Pox,159,1737,french pox,159
1738,French-Pox,117,1738,french pox,117
1739,French-Pox,116,1739,french pox,116
1740,French-Pox,162,1740,french pox,162
1741,French-Pox,128,1741,french pox,128
1742,French-Pox,104,1742,french pox,104
1743,French-Pox,64,1743,french pox,64
1744,French-Pox,54,1744,french pox,54
1745,French-Pox,76,1745,french pox,76
1746,French-Pox,100,1746,french pox,100
1747,French-Pox,69,1747,french pox,69
1748,French-Pox,73,1748,french pox,73
1749,French-Pox,73,1749,french pox,73
1750,French-Pox,73,1750,french pox,73
1751,French-Pox,75,1751,french pox,75
1660,French-Pox & Running of the Reins,31,1660,"french pox, & ru. of the rains",31
1629,Frets,1,1629,frets,1
1669,Frets,1,1669,frets,1
1629,Gangreen,6,1629,gangrene,6
1630,Gangreen,4,1630,gangrene,4
1631,Gangreen,7,1631,gangrene,7
1632,Gangreen,5,1632,gangrene,5
1633,Gangreen,4,1633,gangrene,4
1634,Gangreen,10,1634,gangrene,10
1635,Gangreen,9,1635,gangrene,9
1702,Gangreen,12,1702,gangrene,12
1703,Gangreen,16,1703,gangrene,16
1704,Gangreen,16,1704,gangrene,16
1705,Gangreen,7,1705,gangrene,7
1706,Gangreen,6,1706,gangrene,6
1707,Gangreen,8,1707,gangrene,8
1708,Gangreen,4,1708,gangrene,4
1709,Gangreen,6,1709,gangrene,6
1710,Gangreen,14,1710,gangrene,14
1711,Gangreen,13,1711,gangrene,13
1712,Gangreen,13,1712,gangrene,13
1713,Gangreen,8,1713,gangrene,8
1714,Gangreen,3,1714,gangrene,3
1715,Gangreen,6,1715,gangrene,6
1716,Gangreen,4,1716,gangrene,4
1717,Gangreen,1,1717,gangrene,1
1718,Gangreen,2,1718,gangrene,2
1719,Gangreen,1,1719,gangrene,1
1720,Gangreen,5,1720,gangrene,5
1721,Gangreen,1,1721,gangrene,1
1724,Gangreen,1,1724,gangrene,1
1700,Gangreen & Fistula & Mortification,36,1700,"gangrene, fistula, and mortification",36
1701,Gangreen & Fistula & Mortification,42,1701,"gangrene, fistula, and mortification",42
1629,Gout,2,1629,goute,2
1630,Gout,5,1630,gout,5
1631,Gout,3,1631,gout,3
1632,Gout,4,1632,goute,4
1633,Gout,4,1633,goute,4
1634,Gout,5,1634,goute,5
1635,Gout,7,1635,gout,7
1641,Gout,7,1641,gout,7
1649,Gout,12,1649,goute,12
1650,Gout,9,1650,goute,9
1652,Gout,7,1652,goute,7
1654,Gout,6,1654,gout,6
1655,Gout,8,1655,gout,8
1657,Gout,8,1657,gout,8
1658,Gout,13,1658,gout,13
1659,Gout,4,1659,gout,4
1660,Gout,2,1660,gout,2
1662,Gout,8,1662,gout,8
1663,Gout,9,1663,gout,9
1668,Gout,7,1668,gowt,7
1670,Gout,15,1670,gout,15
1671,Gout,11,1671,gout,11
1673,Gout,22,1673,gout,22
1674,Gout,12,1674,gout,12
1675,Gout,15,1675,gout,15
1676,Gout,15,1676,gout,15
1677,Gout,16,1677,gout,16
1682,Gout,15,1682,gout,15
1683,Gout,17,1683,gout,17
1684,Gout,18,1684,gout,18
1685,Gout,7,1685,gout,7
1686,Gout,13,1686,gout,13
1694,Gout,9,1694,gout,9
1697,Gout,16,1697,gout,16
1702,Gout,12,1702,gout,12
1703,Gout,26,1703,gout,26
1704,Gout,23,1704,gout,23
1705,Gout,24,1705,gout,24
1706,Gout,17,1706,gout,17
1707,Gout,25,1707,gout,25
1708,Gout,17,1708,gout,17
1709,Gout,19,1709,gout,19
1710,Gout,18,1710,gout,18
1711,Gout,21,1711,gout,21
1712,Gout,13,1712,gout,13
1713,Gout,18,1713,gout,18
1714,Gout,20,1714,gout,20
1715,Gout,25,1715,gout,25
1716,Gout,35,1716,gout,35
1717,Gout,30,1717,gout,30
1718,Gout,38,1718,gout,38
1719,Gout,44,1719,gout,44
1720,Gout,30,1720,gout,30
1721,Gout,56,1721,gout,56
1722,Gout,55,1722,gout,55
1723,Gout,46,1723,gout,46
1724,Gout,43,1724,gout,43
1725,Gout,27,1725,gout,27
1726,Gout,32,1726,gout,32
1727,Gout,31,1727,gout,31
1728,Gout,39,1728,gout,39
1729,Gout,43,1729,gout,43
1730,Gout,45,1730,gout,45
1731,Gout,66,1731,gout,66
1732,Gout,38,1732,gout,38
1733,Gout,54,1733,gout,54
1734,Gout,44,1734,gout,44
1735,Gout,38,1735,gout,38
1736,Gout,47,1736,gout,47
1737,Gout,55,1737,gout,55
1738,Gout,66,1738,gout,66
1739,Gout,48,1739,gout,48
1740,Gout,60,1740,gout,60
1741,Gout,46,1741,gout,46
1742,Gout,54,1742,gout,54
1743,Gout,54,1743,gout,54
1744,Gout,46,1744,gout,46
1745,Gout,55,1745,gout,55
1746,Gout,60,1746,gout,60
1747,Gout,52,1747,gout,52
1748,Gout,47,1748,gout,47
1749,Gout,48,1749,gout,48
1750,Gout,59,1750,gout,59
1751,Gout,38,1751,gout,38
1700,Gout & Cramp,15,1700,gout and cramp,15
1701,Gout & Cramp & Sciatica,19,1701,"gout, cramp, and sciatica",19
1636,Gout & Sciatica,8,1636,gout and sciatica,8
1651,Gout & Sciatica,7,1651,goute and sciatica,7
1653,Gout & Sciatica,5,1653,gout and sciatica,5
1656,Gout & Sciatica,7,1656,gout and sciatica,7
1661,Gout & Sciatica,11,1661,gout and sciatica,11
1664,Gout & Sciatica,12,1664,gout and sciatica,12
1665,Gout & Sciatica,27,1665,gout and sciatica,27
1666,Gout & Sciatica,14,1666,gout and sciatica,14
1667,Gout & Sciatica,14,1667,gowt and sciatica,14
1669,Gout & Sciatica,9,1669,gout and sciatica,9
1672,Gout & Sciatica,24,1672,gout and sciatica,24
1678,Gout & Sciatica,14,1678,gout and sciatica,14
1679,Gout & Sciatica,24,1679,gout and sciatica,24
1680,Gout & Sciatica,23,1680,gout and sciatica,23
1681,Gout & Sciatica,30,1681,gout and sciatica,30
1687,Gout & Sciatica,11,1687,gout and sciatica,11
1688,Gout & Sciatica,22,1688,gout and sciatica,22
1689,Gout & Sciatica,10,1689,gout and sciatica,10
1690,Gout & Sciatica,30,1690,gout and sciatica,30
1691,Gout & Sciatica,20,1691,gout and sciatica,20
1692,Gout & Sciatica,18,1692,gout and sciatica,18
1693,Gout & Sciatica,16,1693,gout and sciatica,16
1695,Gout & Sciatica,15,1695,gout and sciatica,15
1696,Gout & Sciatica,18,1696,gout and sciatica,18
1698,Gout & Sciatica,14,1698,gout and sciatica,14
1699,Gout & Sciatica,13,1699,gout and sciatica,13
1704,Gravel,1,1704,gravel,1
1707,Gravel,1,1707,gravel,1
1709,Gravel,2,1709,gravel,2
1711,Gravel,2,1711,gravel,2
1712,Gravel,1,1712,gravel,1
1713,Gravel,1,1713,gravel,1
1714,Gravel,2,1714,gravel,2
1715,Gravel,3,1715,gravel,3
1716,Gravel,2,1716,gravel,2
1717,Gravel,2,1717,gravel,2
1718,Gravel,3,1718,gravel,3
1719,Gravel,5,1719,gravel,5
1720,Gravel,5,1720,gravel,5
1721,Gravel,5,1721,gravel,5
1722,Gravel,2,1722,gravel,2
1723,Gravel,2,1723,gravel,2
1724,Gravel,8,1724,gravel,8
1725,Gravel,3,1725,gravel,3
1726,Gravel,2,1726,gravel,2
1727,Gravel,1,1727,gravel,1
1728,Gravel,4,1728,gravel,4
1729,Gravel & Stone & Strangury,42,1729,"gravel, stone, and strangury",42
1730,Gravel & Stone & Strangury,49,1730,"gravel, stone, and strangury",49
1731,Gravel & Stone & Strangury,41,1731,"gravel, stone, and strangury",41
1732,Gravel & Stone & Strangury,52,1732,"gravel, stone, and strangury",52
1733,Gravel & Stone & Strangury,70,1733,"gravel, stone, and strangury",70
1734,Gravel & Stone & Strangury,56,1734,"gravel, stone, and strangury",56
1735,Gravel & Stone & Strangury,38,1735,"gravel, stone, and strangury",38
1736,Gravel & Stone & Strangury,47,1736,"gravel, stone, and strangury",47
1737,Gravel & Stone & Strangury,66,1737,"gravel, stone, and strangury",66
1738,Gravel & Stone & Strangury,74,1738,"gravel, stone, and strangury",74
1739,Gravel & Stone & Strangury,47,1739,"gravel, stone, and strangury",47
1740,Gravel & Stone & Strangury,43,1740,"gravel, stone, and strangury",43
1741,Gravel & Stone & Strangury,53,1741,"gravel, stone, and strangury",53
1742,Gravel & Stone & Strangury,41,1742,"gravel, stone, and strangury",41
1743,Gravel & Stone & Strangury,34,1743,"gravel, stone, and strangury",34
1744,Gravel & Stone & Strangury,29,1744,"gravel, stone, and strangury",29
1745,Gravel & Stone & Strangury,36,1745,"gravel, stone, and strangury",36
1746,Gravel & Stone & Strangury,24,1746,"gravel, stone, and strangury",24
1747,Gravel & Stone & Strangury,31,1747,"gravel, stone, and strangury",31
1748,Gravel & Stone & Strangury,32,1748,"gravel, stone, and strangury",32
1749,Gravel & Stone & Strangury,22,1749,"gravel, stone, and strangury",22
1750,Gravel & Stone & Strangury,30,1750,"gravel, stone, and strangury",30
1751,Gravel & Stone & Strangury,28,1751,"gravel, stone, and strangury",28
1629,Grief,18,1629,griefe,18
1630,Grief,20,1630,griefe,20
1631,Grief,22,1631,griefe,22
1632,Grief,11,1632,griefe,11
1633,Grief,14,1633,griefe,14
1634,Grief,15,1634,griefe,15
1635,Grief,5,1635,griefe,5
1636,Grief,20,1636,griefe,20
1641,Grief,18,1641,griefe,18
1649,Grief,16,1649,greefe,16
1650,Grief,7,1650,greefe,7
1651,Grief,17,1651,greef,17
1652,Grief,14,1652,greefe,14
1653,Grief,11,1653,greef,11
1654,Grief,17,1654,greefe,17
1655,Grief,10,1655,greefe,10
1656,Grief,13,1656,greef,13
1657,Grief,10,1657,griefe,10
1658,Grief,12,1658,greef,12
1659,Grief,13,1659,greef,13
1660,Grief,4,1660,greef,4
1661,Grief,17,1661,greefe,17
1662,Grief,6,1662,grief,6
1663,Grief,5,1663,greefe,5
1664,Grief,7,1664,greefe,7
1665,Grief,46,1665,grief,46
1666,Grief,11,1666,grief,11
1667,Grief,11,1667,grief,11
1668,Grief,12,1668,grief,12
1669,Grief,13,1669,grief,13
1670,Grief,13,1670,grief,13
1671,Grief,14,1671,grief,14
1672,Grief,12,1672,grief,12
1673,Grief,12,1673,grief,12
1674,Grief,23,1674,grief,23
1675,Grief,15,1675,grief,15
1676,Grief,22,1676,grief,22
1677,Grief,12,1677,grief,12
1678,Grief,15,1678,grief,15
1679,Grief,14,1679,grief,14
1680,Grief,16,1680,grief,16
1681,Grief,11,1681,grief,11
1682,Grief,12,1682,grief,12
1683,Grief,7,1683,grief,7
1684,Grief,11,1684,grief,11
1685,Grief,9,1685,grief,9
1686,Grief,10,1686,grief,10
1687,Grief,1,1687,grief,1
1688,Grief,4,1688,grief,4
1689,Grief,5,1689,grief,5
1690,Grief,12,1690,grief,12
1691,Grief,12,1691,grief,12
1692,Grief,8,1692,grief,8
1693,Grief,15,1693,grief,15
1694,Grief,10,1694,grief,10
1695,Grief,5,1695,grief,5
1696,Grief,11,1696,grief,11
1697,Grief,5,1697,grief,5
1698,Grief,3,1698,grief,3
1699,Grief,8,1699,grief,8
1700,Grief,5,1700,grief,5
1701,Grief,5,1701,grief,5
1702,Grief,5,1702,grief,5
1703,Grief,6,1703,grief,6
1704,Grief,5,1704,grief,5
1705,Grief,2,1705,grief,2
1706,Grief,7,1706,grief,7
1707,Grief,3,1707,grief,3
1708,Grief,9,1708,grief,9
1709,Grief,7,1709,grief,7
1710,Grief,7,1710,grief,7
1711,Grief,9,1711,grief,9
1712,Grief,8,1712,grief,8
1713,Grief,8,1713,grief,8
1714,Grief,5,1714,grief,5
1715,Grief,5,1715,grief,5
1716,Grief,4,1716,grief,4
1717,Grief,8,1717,grief,8
1718,Grief,10,1718,grief,10
1719,Grief,12,1719,grief,12
1720,Grief,12,1720,grief,12
1721,Grief,12,1721,grief,12
1722,Grief,9,1722,grief,9
1723,Grief,18,1723,grief,18
1724,Grief,19,1724,grief,19
1725,Grief,17,1725,grief,17
1726,Grief,18,1726,grief,18
1727,Grief,12,1727,grief,12
1728,Grief,13,1728,grief,13
1729,Grief,19,1729,grief,19
1730,Grief,17,1730,grief,17
1731,Grief,14,1731,grief,14
1732,Grief,14,1732,grief,14
1733,Grief,13,1733,grief,13
1734,Grief,12,1734,grief,12
1735,Grief,14,1735,grief,14
1736,Grief,10,1736,grief,10
1737,Grief,10,1737,grief,10
1738,Grief,10,1738,grief,10
1739,Grief,10,1739,grief,10
1740,Grief,12,1740,grief,12
