"Omeka Item #","DataScribe Item #","DataScribe Record #","DataScribe Record Position",Year,Week,"Unique ID","Start Day","Start Month","End Day","End month","St Alban Woodstreet - Buried","St Alban Woodstreet - Plague","Alhallows Barking - Buried","Alhallows Barking - Plague","Alhallows Breadstreet - Buried","Alhallows Breadstreet - Plague","Alhallows Great - Buried","Alhallows Great - Plague","Alhallows Honylane - Buried","Alhallows Honylane - Plague","Alhallows Lesse - Buried","Alhallows Lesse - Plague","Alhallows Lumbardstreet - Buried","Alhallows Lumbardstreet - Plague","Alhallows Stayning - Buried","Alhallows Stayning - Plague","Alhallows the Wall - Buried","Alhallows the Wall - Plague","St Alphage - Buried","St Alphage - Plague","St Andrew Hubbard - Buried","St Andrew Hubbard - Plague","St Andrew Undershaft - Buried","St Andrew Undershaft - Plague","St Andrew Wardrobe - Buried","St Andrew Wardrobe - Plague","St Ann Aldersgate - Buried","St Ann Aldersgate - Plague","St Ann Blackfryers - Buried","St Ann Blackfryers - Plague","St Antholins Parish - Buried","St Antholins Parish - Plague","St Austins Parish - Buried","St Austins Parish - Plague","St Bartholomew Exchange - Buried","St Bartholomew Exchange - Plague","St Bennet Fynck - Buried","St Bennet Fynck - Plague","St Bennet Gracechurch - Buried","St Bennet Gracechurch - Plague","St Bennet Paulswharf - Buried","St Bennet Paulswharf - Plague","St Bennet Sherehog - Buried","St Bennet Sherehog - Plague","St Botolph Billingsgate - Buried","St Botolph Billingsgate - Plague","Christ Church - Buried","Christ Church - Plague","St Christophers - Buried","St Christophers - Plague","St Clement Eastcheap - Buried","St Clement Eastcheap - Plague","St Dionis Backchurch - Buried","St Dionis Backchurch - Plague","St Dunstan East - Buried","St Dunstan East - Plague","St Edmund Lumbardstr. - Buried","St Edmund Lumbardstr. - Plague","St Ethelborough - Buried","St Ethelborough - Plague","St Faith - Buried","St Faith - Plague","St Gabriel Fenchurch - Buried","St Gabriel Fenchurch - Plague","St George Botolphlane - Buried","St George Botolphlane - Plague","St Gregory by St Pauls - Buried","St Gregory by St Pauls - Plague","St Hellen - Buried","St Hellen - Plague","St James Dukes place - Buried","St James Dukes place - Plague","St James Garlickhithe - Buried","St James Garlickhithe - Plague","St John Baptist - Buried","St John Baptist - Plague","St John Evangelist - Buried","St John Evangelist - Plague","St John Zachary - Buried","St John Zachary - Plague","St Katharine Coleman - Buried","St Katharine Coleman - Plague","St Katharine Creechurch - Buried","St Katharine Creechurch - Plague","St Lawrence Jewry - Buried","St Lawrence Jewry - Plague","St Lawrence Pountney - Buried","St Lawrence Pountney - Plague","St Leonard Eastcheap - Buried","St Leonard Eastcheap - Plague","St Leonard Fosterlane - Buried","St Leonard Fosterlane - Plague","St Magnus Parish - Buried","St Magnus Parish - Plague","St Margaret Lothbury - Buried","St Margaret Lothbury - Plague","St Margaret Moses - Buried","St Margaret Moses - Plague","St Margaret Newfishstreet - Buried","St Margaret Newfishstreet - Plague","St Margaret Pattons - Buried","St Margaret Pattons - Plague","St Martin Iremongerlane - Buried","St Martin Iremongerlane - Plague","St Martin Ludgate - Buried","St Martin Ludgate - Plague","St Martin Orgars - Buried","St Martin Orgars - Plague","St Martin Outwich - Buried","St Martin Outwich - Plague","St Martin Vintrey - Buried","St Martin Vintrey - Plague","St Mary Abchurch - Buried","St Mary Abchurch - Plague","St Mary Aldermanbury - Buried","St Mary Aldermanbury - Plague","St Mary Aldermary - Buried","St Mary Aldermary - Plague","St Mary le Bow - Buried","St Mary le Bow - Plague","St Mary Bothaw - Buried","St Mary Bothaw - Plague","St Mary Colechurch - Buried","St Mary Colechurch - Plague","St Mary Hill - Buried","St Mary Hill - Plague","St Maudlin Milkstreet - Buried","St Maudlin Milkstreet - Plague","St Maudlin Oldfishstreet - Buried","St Maudlin Oldfishstreet - Plague","St Mary Mounthaw - Buried","St Mary Mounthaw - Plague","St Mary Sommerset - Buried","St Mary Sommerset - Plague","St Mary Stayning - Buried","St Mary Stayning - Plague","St Mary Woolchurch - Buried","St Mary Woolchurch - Plague","St Mary Woolnoth - Buried","St Mary Woolnoth - Plague","St Matthew Fridaystreet - Buried","St Matthew Fridaystreet - Plague","St Michael Bassishaw - Buried","St Michael Bassishaw - Plague","St Michael Cornhil - Buried","St Michael Cornhil - Plague","St Michael Crookedlane - Buried","St Michael Crookedlane - Plague","St Michael Queenhithe - Buried","St Michael Queenhithe - Plague","St Michael Quern - Buried","St Michael Quern - Plague","St Michael Royal - Buried","St Michael Royal - Plague","St Michael Woodstreet - Buried","St Michael Woodstreet - Plague","St Mildred Breadstreet - Buried","St Mildred Breadstreet - Plague","St Mildred Poultrey - Buried","St Mildred Poultrey - Plague","St Nicholas Acons - Buried","St Nicholas Acons - Plague","St Nicholas Coleabby - Buried","St Nicholas Coleabby - Plague","St Nicholas Olaves - Buried","St Nicholas Olaves - Plague","St Olave Hartstreet - Buried","St Olave Hartstreet - Plague","St Olave Jewry - Buried","St Olave Jewry - Plague","St Olave Silverstreet - Buried","St Olave Silverstreet - Plague","St Pancras Soperlane - Buried","St Pancras Soperlane - Plague","St Peter Cheap - Buried","St Peter Cheap - Plague","St Peter Cornhil - Buried","St Peter Cornhil - Plague","St Peter Paulswharf - Buried","St Peter Paulswharf - Plague","St Peter Poor - Buried","St Peter Poor - Plague","St Steven Colemanstreet - Buried","St Steven Colemanstreet - Plague","St Steven Walbrook - Buried","St Steven Walbrook - Plague","St Swithin - Buried","St Swithin - Plague","St Thomas Apostles - Buried","St Thomas Apostles - Plague","Trinity Parish - Buried","Trinity Parish - Plague","St Foster - Buried","St Foster - Plague","Christened in the 97 Parishes within the Walls","Buried in the 97 Parishes within the Walls","Plague in the 97 Parishes within the Walls","St Andrew Holborn - Buried","St Andrew Holborn - Plague","St Bartholomew Great - Buried","St Bartholomew Great - Plague","St Bartholomew Less - Buried","St Bartholomew Less - Plague","St Bridget - Buried","St Bridget - Plague","Bridewel Precinct - Buried","Bridewel Precinct - Plague","St Botolph Aldersgate - Buried","St Botolph Aldersgate - Plague","St Botolph Aldgate - Buried","St Botolph Aldgate - Plague","St Botolph Bishopsgate - Buried","St Botolph Bishopsgate - Plague","St Dunstan West - Buried","St Dunstan West - Plague","St George Southwark - Buried","St George Southwark - Plague","St Giles Cripplegate - Buried","St Giles Cripplegate - Plague","St Olave Southwark - Buried","St Olave Southwark - Plague","Saviours Southwark - Buried","Saviours Southwark - Plague","S Sepulchres Parish - Buried","S Sepulchres Parish - Plague","St Thomas Southwark - Buried","St Thomas Southwark - Plague","Trinity Minories - Buried","Trinity Minories - Plague","Pesthouse Without the Walls - Buried","Pesthouse Without the Walls - Plague","Christened in the parishes without the Walls","Buried in the parishes without the Walls","Plague in the parishes without the Walls","Christ Church in Surry - Buried","Christ Church in Surry - Plague","Stepney Parish - Buried","Stepney Parish - Plague","St Giles in the Field - Buried","St Giles in the Field - Plague","St James Clerkenwel - Buried","St James Clerkenwel - Plague","Hackney Parish - Buried","Hackney Parish - Plague","St John at Wapping - Buried","St John at Wapping - Plague","St Katharine Tower - Buried","St Katharine Tower - Plague","Lambeth Parish - Buried","Lambeth Parish - Plague","St Leonard Shoreditch - Buried","St Leonard Shoreditch - Plague","St Mary Islington - Buried","St Mary Islington - Plague","St Magdalen Bermondsey - Buried","St Magdalen Bermondsey - Plague","St Mary Newington - Buried","St Mary Newington - Plague","St Mary Whitechappel - Buried","St Mary Whitechappel - Plague","St Pauls Shadwel - Buried","St Pauls Shadwel - Plague","Rothorith Parish - Buried","Rothorith Parish - Plague","Christened in the out-Parishes in Middlesex and Surrey","Buried in the out-Parishes in Middlesex and Surrey","Plague in the out-Parishes in Middlesex and Surrey","St Ann in Westminster - Buried","St Ann in Westminster - Plague","St Clement Danes - Buried","St Clement Danes - Plague","St James in Westminster - Buried","St James in Westminster - Plague","St Margaret Westminster - Buried","St Margaret Westminster - Plague","St Martin in the fields - Buried","St Martin in the fields - Plague","St Mary Savoy - Buried","St Mary Savoy - Plague","St Paul Covent Garden - Buried","St Paul Covent Garden - Plague","Pesthouse in Westminster - Buried","Pesthouse in Westminster - Plague","Christened in the Parishes and Liberties of Westminster","Buried in the Parishes and Liberties of Westminster","Plague in the Parishes and Liberties of Westminster"
33215,25240,4948,1,1699,36,BL-1699-26-recto,22,August,29,August,,,,,,,,,,,,,,,,,,,1,,,,1,,4,,2,,,,,,1,,,,,,2,,,,,,2,,1,,,,,,,,3,,,,,,,,,,,,1,,2,,,,1,,,,,,,,2,,1,,,,,,,,2,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,3,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,3,,,,,,1,,1,,,,28,40,0,21,,3,,1,,4,,,,5,,13,,11,,6,,4,,34,,23,,9,,12,,3,,,,,,103,149,0,5,,49,,17,,8,,2,,6,,,,14,,8,,5,,21,,6,,19,,17,,2,,111,179,0,7,,8,,9,,15,,18,,2,,6,,,,43,65,0
33246,25241,4949,1,1699,37,BL-1699-37-recto,29,August,5,September,2,,3,,,,,,,,,,,,,,,,2,,,,,,,,,,1,,,,1,,,,1,,,,,,,,,,4,,,,,,,,1,,,,1,,,,1,,,,1,,,,1,,2,,1,,,,,,2,,3,,,,,,,,,,,,1,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,1,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,1,,1,,2,,,,,,1,,2,,,,1,,,,,,,,48,45,0,19,,2,,,,,,,,3,,12,,19,,5,,3,,22,,19,,16,,12,,,,,,,,96,122,0,3,,41,,21,,6,,1,,3,,,,8,,13,,,,8,,6,,18,,9,,7,,99,144,0,6,,8,,27,,,,33,,3,,2,,,,41,79,0
33247,25242,4950,1,1699,38,BL-1699-38-recto,5,September,12,September,2,,1,,1,,2,,,,,,,,1,,,,,,,,,,5,,1,,2,,,,1,,,,,,,,,,,,,,1,,,,,,,,2,,,,1,,2,,,,,,3,,,,,,,,,,,,2,,6,,,,2,,2,,,,1,,,,1,,1,,,,1,,,,1,,,,,,4,,,,,,,,,,,,,,1,,,,1,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,1,,,,,,,,,,1,,1,,1,,,,,,,,,,40,56,0,12,,4,,1,,9,,,,4,,14,,4,,2,,10,,23,,22,,18,,15,,1,,,,,,93,139,0,2,,49,,26,,5,,6,,7,,4,,7,,15,,,,12,,,,19,,11,,4,,85,167,0,6,,4,,18,,32,,23,,,,4,,,,70,87,0
33248,25243,4951,1,1699,39,BL-1699-38-recto,12,September,19,September,1,,2,,,,,,,,,,,,2,,3,,1,,,,2,,,,1,,2,,,,,,1,,,,,,,,,,,,1,,,,,,,,2,,,,,,2,,,,,,2,,3,,,,1,,1,,,,,,4,,3,,2,,,,,,2,,,,2,,,,,,,,,,1,,,,1,,,,,,1,,1,,1,,,,,,1,,,,1,,,,1,,2,,,,,,,,1,,2,,,,3,,,,,,,,1,,1,,,,,,,,1,,2,,,,,,1,,2,,,,1,,2,,,,,,1,,,,1,,49,69,0,21,,1,,,,10,,1,,3,,13,,14,,3,,11,,23,,15,,9,,11,,,,,,,,64,135,0,5,,38,,26,,9,,3,,7,,,,7,,14,,,,6,,14,,17,,7,,3,,74,156,0,8,,5,,22,,13,,27,,2,,2,,,,49,79,0
33249,25244,4952,1,1699,40,BL-1699-40-recto,26,September,3,October,1,,,,,,2,,,,,,,,,,3,,,,,,1,,,,,,6,,,,,,1,,,,,,4,,,,1,,3,,,,2,,,,2,,,,1,,1,,,,,,,,1,,,,,,,,,,1,,1,,2,,2,,1,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,2,,,,1,,,,1,,,,2,,,,1,,,,4,,,,,,1,,1,,,,38,57,0,17,,2,,,,9,,,,10,,14,,15,,3,,8,,27,,14,,7,,8,,4,,2,,,,85,140,0,2,,40,,28,,8,,3,,7,,,,7,,10,,4,,12,,1,,16,,8,,6,,104,152,0,5,,10,,16,,18,,21,,2,,3,,,,60,75,0
33250,25245,4953,1,1699,41,BL-1699-41-recto,3,October,10,October,1,,3,,,,,,,,,,2,,,,1,,1,,,,1,,2,,,,1,,1,,,,,,,,,,,,,,1,,1,,1,,2,,2,,2,,,,1,,,,,,,,1,,,,,,2,,,,,,,,2,,1,,1,,2,,,,1,,5,,,,,,,,,,,,1,,3,,,,,,1,,,,,,2,,,,1,,,,,,1,,,,,,,,,,2,,1,,,,1,,1,,2,,,,,,,,1,,1,,,,1,,,,1,,,,,,,,1,,,,,,1,,5,,,,1,,2,,,,2,,31,70,,16,,1,,,,3,,2,,3,,10,,11,,6,,9,,23,,12,,8,,15,,1,,2,,,,78,122,0,3,,38,,19,,12,,5,,8,,2,,7,,12,,,,1,,5,,15,,8,,2,,93,137,0,9,,8,,20,,13,,31,,2,,5,,,,53,88,0
33251,25246,4954,1,1699,42,BL-1699-42-recto,10,October,17,October,,,,,,,4,,,,,,,,1,,,,,,,,,,2,,,,2,,,,,,,,,,1,,,,,,1,,,,,,1,,,,1,,,,,,2,,,,,,1,,,,,,1,,,,,,,,3,,,,,,,,1,,,,,,1,,,,,,1,,,,1,,,,,,1,,,,2,,3,,,,,,,,,,,,,,,,1,,,,,,3,,,,,,1,,,,2,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,4,,,,,,2,,,,,,32,45,0,21,,1,,,,,,,,2,,11,,15,,,,8,,14,,15,,18,,10,,3,,,,,,43,118,0,4,,38,,19,,7,,3,,8,,4,,9,,12,,2,,10,,4,,22,,9,,2,,105,153,0,11,,6,,16,,18,,25,,3,,4,,,,62,83,0
33252,25247,4955,1,1699,43,BL-1699-43-recto,17,October,24,October,2,,,,,,,,,,,,,,,,1,,1,,,,1,,1,,2,,3,,1,,,,,,,,,,,,,,1,,1,,,,,,,,1,,,,1,,,,,,1,,,,,,,,,,1,,,,,,2,,2,,,,,,1,,2,,3,,,,,,,,1,,,,,,,,,,,,1,,1,,1,,1,,,,,,1,,,,,,,,,,1,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,2,,,,1,,2,,1,,,,,,,,,,45,47,0,15,,1,,,,15,,,,2,,12,,3,,7,,6,,27,,22,,13,,12,,1,,,,,,100,126,0,4,,28,,24,,11,,3,,5,,4,,8,,6,,,,8,,4,,17,,14,,2,,88,138,0,2,,8,,13,,17,,29,,1,,4,,,,55,74,0
33253,25248,4956,1,1699,44,BL-1699-44-recto,24,October,31,October,1,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,4,,1,,1,,,,,,,,2,,,,,,2,,,,,,,,3,,,,2,,1,,,,,,,,,,,,1,,3,,,,,,1,,1,,,,,,1,,1,,,,,,,,,,1,,,,1,,2,,,,2,,,,,,2,,1,,,,,,,,,,,,,,1,,,,,,,,2,,,,2,,,,1,,1,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,1,,,,,,1,,25,49,0,23,,,,2,,11,,1,,5,,10,,9,,5,,11,,20,,19,,7,,14,,1,,,,,,78,138,0,1,,36,,18,,9,,3,,1,,3,,8,,10,,,,11,,2,,14,,13,,3,,82,132,0,2,,5,,16,,18,,24,,2,,,,,,57,67,0
33254,25249,4957,1,1699,45,BL-1699-45-recto,31,October,7,November,,,,,,,,,,,,,1,,1,,1,,,,,,3,,2,,,,4,,1,,,,,,1,,,,,,,,,,4,,2,,,,1,,1,,2,,1,,1,,,,,,3,,,,,,1,,,,,,1,,,,,,,,,,,,1,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,2,,,,,,,,1,,3,,,,,,,,3,,1,,,,1,,1,,,,,,,,,,,,,,,,,,2,,1,,1,,,,,,,,,,2,,1,,,,,,,,1,,34,55,0,15,,1,,,,4,,,,7,,8,,12,,8,,11,,20,,13,,10,,14,,,,,,,,80,123,0,3,,47,,25,,4,,,,7,,2,,6,,4,,,,11,,5,,17,,9,,8,,93,148,0,5,,8,,15,,16,,19,,4,,1,,,,61,68,0
33255,25250,4958,1,1699,46,BL-1699-46-recto,7,November,14,November,,,,,,,,,,,1,,,,,,1,,1,,,,,,,,,,4,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,4,,2,,1,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,1,,,,,,1,,1,,1,,,,,,2,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,1,,,,,,2,,1,,,,,,1,,1,,37,39,0,14,,1,,3,,1,,2,,3,,20,,13,,3,,12,,14,,13,,7,,7,,,,3,,,,83,116,0,4,,40,,22,,3,,3,,2,,3,,6,,8,,2,,11,,4,,19,,9,,2,,108,138,0,6,,4,,16,,18,,24,,1,,5,,,,76,74,0
33287,25251,4959,1,1699,47,BL-1699-47-recto,14,November,21,November,1,,,,,,1,,,,,,2,,1,,,,,,1,,,,,,2,,2,,1,,,,,,,,,,,,,,1,,2,,,,,,,,2,,1,,1,,2,,,,,,2,,,,,,,,1,,1,,1,,1,,4,,,,1,,,,1,,1,,,,,,,,,,,,1,,,,,,,,2,,,,,,,,,,,,,,,,1,,,,1,,,,,,2,,,,2,,1,,,,,,,,,,,,,,2,,,,,,,,,,,,1,,,,1,,,,,,,,4,,,,1,,,,,,1,,38,53,0,19,,,,1,,6,,1,,5,,15,,16,,4,,12,,13,,10,,6,,7,,2,,,,,,89,117,0,5,,38,,21,,4,,,,8,,5,,7,,11,,,,7,,3,,19,,8,,,,91,136,0,5,,10,,13,,16,,23,,,,1,,,,66,68,0
33288,25252,4960,1,1699,48,BL-1699-48-recto,21,November,28,November,1,,1,,,,,,1,,,,,,,,2,,,,,,2,,1,,1,,4,,,1,,,,,1,,,,,,,,,,2,,,,,,,,3,,,,,,1,,,,1,,,,1,,,,,,1,,,,4,,,,,,,,,,,,,,1,,2,,,,,,,,,,1,,2,,,,1,,,,,,1,,,,,,,,,,,,,,,,2,,,,,,1,,,,1,,,,,,,,2,,,,,,,,,,,,,,,,1,,,,2,,,,,,,,,,2,,6,,,,,,,,,,2,,41,55,0,18,,1,,,,4,,,,1,,9,,9,,4,,3,,22,,12,,8,,6,,,,,,,,79,97,0,3,,41,,18,,6,,,,5,,1,,6,,9,,,,10,,6,,10,,7,,9,,84,131,0,14,,4,,10,,15,,23,,,,3,,,,56,69,0
33289,25253,4961,1,1699,49,BL-1699-49-recto,28,November,5,December,1,,5,,,,1,,,,1,,,,1,,,,,,1,,,,1,,,,,,,,1,,1,,1,,,,,,,,,,4,,1,,,,,,3,,2,,,,,,,,,,1,,1,,,,,,,,1,,,,1,,2,,,,,,,,1,,,,1,,,,,,2,,,,1,,2,,,,2,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,2,,1,,1,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,3,,,,1,,,,1,,,,43,54,0,13,,1,,1,,7,,1,,3,,14,,16,,6,,8,,26,,11,,11,,12,,1,,,,,,73,131,0,5,,43,,26,,6,,2,,7,,5,,2,,9,,,,8,,6,,17,,6,,1,,98,143,0,7,,,,11,,15,,33,,,,4,,,,58,84,0
33290,25254,4962,1,1699,50,BL-1699-50-recto,5,December,12,December,,,4,,,,,,,,,,1,,,,,,,,,,1,,1,,,,3,,,,,,1,,,,1,,2,,,,,,5,,1,,,,1,,1,,1,,,,,,,,,,1,,,,,,1,,,,,,,,2,,1,,,,,,,,1,,1,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,2,,,,,,,,,,1,,,,1,,,,2,,,,,,1,,,,,,1,,,,,,,,,,,,2,,,,1,,,,,,1,,2,,,,,,,,,,,,,,,,36,46,0,14,,2,,,,5,,,,,,9,,9,,6,,8,,29,,17,,7,,9,,,,,,,,70,115,0,,,38,,30,,6,,2,,5,,4,,4,,4,,2,,10,,3,,9,,9,,1,,87,127,0,6,,8,,17,,20,,27,,3,,8,,,,59,89,0
33291,25255,4963,1,1699,51,BL-1699-51-recto,12,December,19,December,,,2,,,,2,,,,,,1,,,,1,,,,1,,,,1,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,,,,,,,,1,,2,,1,,,,,,1,,,,,,4,,2,,,,1,,1,,1,,1,,,,,,,,,,2,,1,,,,,,,,1,,,,,,,,,,1,,,,2,,,,,,,,,,1,,1,,,,,,1,,3,,1,,,,,,1,,,,,,1,,,,1,,,,,,,,,,2,,,,2,,1,,,,1,,,,,,1,,31,53,0,14,,1,,,,3,,,,1,,9,,7,,6,,5,,16,,15,,8,,9,,2,,,,,,79,96,0,2,,45,,21,,5,,1,,3,,3,,4,,7,,2,,5,,5,,14,,6,,,,85,123,0,8,,13,,10,,15,,31,,2,,3,,,,69,82,0
33292,25256,4964,1,1699,1,BL-1699-01-recto,19,December,26,December,,,3,,,,,,,,,,1,,,,2,,1,,,,,,,,,,2,,1,,1,,,,,,,,,,,,,,1,,,,,,,,2,,,,,,1,,,,,,3,,,,,,,,,,1,,,,2,,1,,1,,,,,,1,,1,,1,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,1,,28,36,0,18,,,,1,,5,,,,3,,11,,5,,4,,1,,20,,9,,6,,5,,,,,,,,78,88,0,1,,39,,21,,5,,1,,9,,5,,,,6,,,,4,,2,,11,,8,,5,,69,117,0,,,3,,10,,10,,28,,1,,3,,,,55,55,0
33293,25257,4965,1,1699,2,BL-1699-02-recto,26,December,2,January,,,,,,,1,,2,,,,1,,,,,,,,1,,1,,1,,,,5,,,,,,,,,,,,,,,,1,,5,,,,,,,,1,,2,,,,,,,,,,1,,,,,,,,,,,,3,,2,,1,,1,,2,,,,,,2,,,,,,,,,,,,1,,,,1,,,,,,1,,,,,,,,,,1,,,,1,,,,1,,2,,,,1,,,,,,,,2,,1,,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1,,3,,,,1,,1,,,,,,1,,,,,,35,56,0,18,,,,,,5,,,,2,,8,,6,,,,11,,16,,13,,10,,15,,1,,1,,,,80,106,0,1,,43,,24,,4,,2,,4,,3,,6,,7,,3,,5,,3,,10,,9,,7,,109,131,0,20,,10,,17,,9,,27,,3,,,,,,66,86,0
33294,25258,4966,1,1699,3,BL-1699-03-recto,2,January,9,January,1,,2,,3,,,,1,,3,,,,,,,,1,,,,,,,,,,4,,1,,,,,,,,1,,1,,,,,,2,,,,1,,,,1,,,,,,4,,,,,,1,,,,,,,,,,,,1,,1,,,,5,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,4,,1,,,,,,,,1,,40,45,0,16,,,,2,,6,,5,,5,,11,,9,,3,,5,,20,,15,,7,,12,,,,,,,,85,116,0,1,,33,,19,,4,,3,,3,,1,,2,,7,,4,,9,,2,,13,,4,,6,,87,111,0,7,,4,,15,,9,,30,,2,,2,,,,69,69,0
33295,25259,4967,1,1699,4,BL-1699-04-recto,9,January,16,January,,,1,,,,2,,,,1,,,,,,1,,1,,,,1,,,,,,2,,,,,,,,,,,,,,,,,,3,,,,,,2,,5,,,,,,,,,,,,,,1,,,,,,1,,,,,,2,,,,2,,,,,,1,,2,,1,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,3,,1,,1,,,,,,,,,,,,,,,,,,,,,,1,,3,,,,,,,,,,,,,,,,,,,,2,,,,,,3,,,,,,,,,,,,32,45,0,20,,,,,,6,,,,4,,8,,15,,2,,9,,25,,11,,6,,7,,,,,,,,78,113,0,1,,37,,19,,8,,,,2,,,,7,,11,,3,,8,,1,,18,,10,,,,126,125,0,9,,11,,14,,17,,26,,,,2,,,,66,79,
33296,25260,4968,1,1699,5,BL-1699-05-recto,16,January,23,January,,,1,,1,,,,,,,,1,,,,,,,,,,2,,4,,2,,2,,,,,,,,1,,1,,,,,,,,3,,,,,,2,,1,,,,1,,,,,,3,,2,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,3,,,,1,,,,,,2,,,,1,,,,,,1,,,,,,,,,,1,,,,,,2,,,,,,,,3,,,,,,,,1,,,,1,,,,,,,,,,2,,8,,,,1,,,,,,,,39,58,0,18,,3,,,,3,,1,,1,,9,,10,,6,,5,,32,,11,,7,,9,,1,,,,,,101,116,0,3,,27,,24,,5,,1,,4,,8,,3,,8,,,,7,,1,,12,,6,,,,105,109,0,3,,11,,19,,16,,25,,1,,3,,,,65,78,0
33327,25261,4981,1,1699,6,BL-1699-06-recto,23,January,30,January,,,2,,,,2,,,,,,1,,,,,,,,,,1,,2,,,,1,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,,1,,2,,1,,,,,,1,,1,,,,1,,,,2,,1,,1,,,,,,2,,,,,,,,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,1,,,,,,1,,,,,,,,2,,,,1,,,,1,,,,1,,,,3,,,,,,1,,,,,,40,43,0,16,,,,,,4,,,,5,,2,,11,,4,,2,,20,,10,,6,,9,,1,,,,,,112,90,0,2,,35,,24,,4,,,,10,,3,,,,8,,,,5,,,,18,,,,2,,90,111,0,12,,9,,13,,17,,33,,2,,5,,,,57,91,0
33328,25262,4982,1,1699,7,BL-1699-07-recto,30,January,6,February,1,,3,,,,3,,,,,,1,,1,,1,,,,,,,,2,,2,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,2,,,,,,2,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,1,,1,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,2,,,,,,,,,,3,,1,,,,,,,,,,,,,,,,,,,,3,,,,,,3,,,,,,,,1,,1,,1,,2,,1,,27,44,0,17,,,,,,2,,,,4,,8,,10,,3,,5,,21,,12,,13,,13,,1,,2,,,,90,111,0,,,35,,10,,3,,2,,3,,,,9,,7,,,,6,,3,,9,,12,,4,,102,103,0,12,,8,,23,,12,,29,,3,,3,,,,32,90,0
33329,25263,4983,1,1699,8,BL-1699-08-recto,6,February,13,February,,,2,,,,,,,,,,,,,,1,,,,,,,,,,1,,2,,1,,4,,,,1,,,,,,,,,,1,,,,1,,,,1,,2,,1,,3,,3,,,,3,,1,,,,1,,1,,,,,,,,,,2,,,,,,,,1,,,,,,,,1,,,,1,,2,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,6,,,,,,,,,,1,,36,50,0,15,,1,,1,,7,,,,3,,11,,6,,2,,11,,28,,9,,6,,9,,2,,,,,,77,111,0,1,,35,,16,,3,,2,,6,,2,,3,,5,,,,10,,2,,12,,6,,6,,95,109,0,7,,15,,16,,10,,26,,3,,2,,,,65,79,0
